episode,p1_win_rate_batch,p2_oversampling_ratio,actor_loss,critic_loss,total_loss,policy_entropy
9359,0.5625,1.0,-0.40864840149879456,0.9750127792358398,0.07885798811912537,0.1622205227613449
9375,0.75,1.0,-0.008207493461668491,0.8154882788658142,0.3995366394519806,0.16923192143440247
9391,0.5,1.0,0.25942766666412354,0.9606553316116333,0.7397553324699402,0.1812971830368042
9407,0.5,1.0,0.22523461282253265,0.9847144484519958,0.7175918221473694,0.22088316082954407
9423,0.625,1.0,-0.0799679309129715,0.9733628630638123,0.40671348571777344,0.2425869256258011
9439,0.6875,1.0,-0.33795687556266785,0.8999997973442078,0.11204302310943604,0.2697213292121887
9455,0.5625,1.0,-0.2839753329753876,0.9722045660018921,0.20212695002555847,0.2843024432659149
9471,0.375,1.0,0.11708904802799225,1.0423378944396973,0.6382579803466797,0.3170660734176636
9487,0.625,1.0,0.2778431475162506,0.8659014701843262,0.7107938528060913,0.3492089509963989
9503,0.5625,1.0,0.19905005395412445,0.9776645302772522,0.6878823041915894,0.356324166059494
9519,0.75,1.0,0.30367311835289,0.9504283666610718,0.7788872718811035,0.34046670794487
9535,0.4375,1.0,-0.175668865442276,0.9148603677749634,0.2817613184452057,0.34148991107940674
9551,0.75,1.0,-0.5282010436058044,0.9118086099624634,-0.07229673862457275,0.3576997220516205
9567,0.5625,1.0,-0.2471689134836197,0.9259325861930847,0.21579737961292267,0.3574383854866028
9583,0.5,1.0,-0.14382927119731903,1.0370463132858276,0.3746938705444336,0.36948221921920776
9599,0.5,1.0,0.07559312880039215,1.0163519382476807,0.5837690830230713,0.39694324135780334
9615,0.75,1.0,0.3037298023700714,0.9092667102813721,0.7583631277084351,0.44164204597473145
9631,0.5625,1.0,0.44563350081443787,1.0255128145217896,0.9583898782730103,0.4696580171585083
9647,0.4375,1.0,0.20228831470012665,1.0123183727264404,0.7084475159645081,0.514521062374115
9663,0.5,1.0,0.13333216309547424,1.0586782693862915,0.6626713275909424,0.5571925640106201
9679,0.625,1.0,-0.46376070380210876,0.9185767769813538,-0.004472315311431885,0.5857269763946533
9695,0.5625,1.0,-0.3238237798213959,1.0219917297363281,0.1871720850467682,0.605090856552124
9711,0.5625,1.0,-0.19292761385440826,0.9542211294174194,0.28418296575546265,0.604492723941803
9727,0.5,1.0,-0.1510179042816162,0.9374935030937195,0.31772884726524353,0.5946088433265686
9743,0.625,1.0,0.11143463104963303,0.9913545846939087,0.607111930847168,0.5941799879074097
9759,0.375,1.0,0.5045866370201111,1.0297179222106934,1.0194456577301025,0.5761128664016724
9775,0.5,1.0,0.2629927098751068,0.9816327095031738,0.7538090944290161,0.5863825082778931
9791,0.5,1.0,-0.042065683752298355,0.9107869267463684,0.41332778334617615,0.6028122901916504
9807,0.75,1.0,-0.3556768000125885,0.8169310092926025,0.05278870463371277,0.6034447550773621
9823,0.8125,1.0,-0.3011629283428192,0.9137901663780212,0.1557321548461914,0.5723253488540649
9839,0.5,1.0,-0.28679990768432617,0.8376104831695557,0.13200533390045166,0.5885940194129944
9855,0.5,1.0,-0.039199281483888626,1.0876823663711548,0.5046418905258179,0.5816499590873718
9871,0.5625,1.0,0.040981464087963104,0.890099823474884,0.4860313832759857,0.593712329864502
9887,0.5,1.0,0.27707695960998535,0.9744612574577332,0.7643076181411743,0.58587646484375
9903,0.625,1.0,0.25116005539894104,0.9131219387054443,0.7077209949493408,0.5547275543212891
9919,0.5,1.0,0.028424473479390144,0.9550608396530151,0.505954921245575,0.5533977150917053
9935,0.6875,1.0,-0.25420305132865906,0.9035544991493225,0.1975741982460022,0.5839211940765381
9951,0.4375,1.0,-0.2099049985408783,1.005918264389038,0.29305413365364075,0.5754510164260864
9967,0.625,1.0,-0.055272042751312256,0.906700611114502,0.3980782628059387,0.5900062918663025
9983,0.625,1.0,-0.09517821669578552,0.929993748664856,0.36981865763664246,0.5813454389572144
9999,0.5625,1.0,0.104462631046772,0.9758787155151367,0.5924019813537598,0.637189507484436
